RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
15297,2,1,,10,5/5/2025,5/5/2025,4,3,1,2,3,2,1,2,4,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,11,4,1,1,3,1,2,4,2,1,2.406601419,0.569055509
4013,2,1,,10,5/5/2025,5/5/2025,2,1,3,2,3,2,2,2,1,1,1,1,5,4,2,,1,99,99,99,99,99,99,99,99,99,1,1,1,1,2,2,2,2,2,6,1,2,1,1,3,1,1,1,5,3,9,3,1,1,2,1,1,5,1,1,1.604400946,0.916878364
5302,2,1,,10,5/15/2025,5/15/2025,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,7,4,2,6,6,2,7,1,1,2,,2,2,1,1,12,4,1,1,2,1,2,7,4,1,1.604400946,0.749920377
13742,2,1,,10,6/3/2025,6/3/2025,99,1,1,2,2,1,2,3,4,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,4,1,2,1,1,3,1,1,2,1,1,13,4,1,2,1,1,99,1,4,1,0.802200473,0.42357019
6222,2,1,,10,5/12/2025,5/12/2025,4,2,1,2,4,2,3,3,4,2,1,1,2,2,1,3,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,11,4,2,5,4,2,3,3,3,4,2,2,2,1,1,4,2,1,2,1,2,,1,4,1,0.802200473,1.904132344
138,2,1,,10,5/21/2025,5/21/2025,4,3,3,2,3,2,3,4,4,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,99,1,1,1,4,4,2,5,6,2,2,2,1,2,,2,2,1,1,8,3,1,2,1,1,2,1,1,2,0.802200473,0.39044225
16038,2,1,,8,5/21/2025,5/21/2025,4,2,3,2,3,2,1,3,2,1,1,1,2,2,1,4,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,12,3,2,6,6,2,2,2,2,4,99,9,1,5,3,6,2,1,2,2,2,,3,4,1,0.76992885,0.900049463
18418,1,1,9,4,2/23/2025,2/23/2025,4,2,2,2,3,1,1,1,4,2,1,1,3,3,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,3,1,1,1,1,2,,2,2,2,2,8,3,1,1,1,1,2,6,3,1,0.420387779,0.324183822
6730,1,1,9,10,2/26/2025,2/26/2025,3,2,2,2,3,2,1,3,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,6,2,5,1,1,3,2,2,2,1,1,3,2,1,1,2,1,2,2,3,1,0.802200473,0.774855683
12049,2,1,,10,5/16/2025,5/16/2025,2,3,2,2,3,1,2,1,4,2,1,1,1,1,1,2,1,1,1,1,2,2,2,99,2,1,2,2,1,1,1,2,2,2,4,6,2,2,3,1,3,1,1,2,1,1,9,3,1,1,1,1,1,8,4,1,0.802200473,1.442174026
5663,2,1,9,10,5/5/2025,5/5/2025,3,2,2,2,2,99,1,1,4,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,4,3,2,1,1,1,2,,2,2,1,1,8,3,1,2,1,99,,8,1,1,0.802200473,0.479189348
11853,1,1,9,10,3/15/2025,3/15/2025,3,1,3,2,3,1,2,3,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,12,3,2,6,6,4,99,2,1,3,1,1,99,99,99,7,3,1,1,99,1,99,6,4,1,0.802200473,0.267352534
12191,2,1,,10,5/12/2025,5/12/2025,2,3,2,2,2,2,1,2,4,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,5,1,1,1,1,2,,2,2,1,1,4,2,1,2,2,1,2,7,3,1,1.604400946,1.412180983
976,2,1,,10,5/5/2025,5/5/2025,3,3,2,2,2,2,3,2,4,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,5,6,3,2,2,1,1,,1,1,5,3,2,1,1,2,2,1,1,2,1,1,1.604400946,2.248046494
7338,2,1,,10,5/5/2025,5/5/2025,2,1,2,1,2,2,2,2,4,99,99,99,99,99,,,,,,,,,,,,,,99,99,,99,99,99,99,99,99,99,99,99,99,1,,1,2,1,1,7,3,1,2,3,1,1,8,3,1,2.406601419,1.365840896
9005,1,1,9,10,3/8/2025,3/8/2025,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,1,1,1,1,2,,2,2,1,1,9,3,1,1,2,1,2,8,1,1,0.802200473,0.487806197
10102,1,1,9,10,3/3/2025,3/3/2025,3,3,2,2,3,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,11,4,2,2,1,1,1,2,1,4,99,9,2,99,99,10,4,1,2,3,1,99,99,3,1,1.20330071,1.357962225
1561,2,1,,10,5/5/2025,5/5/2025,3,2,3,2,4,2,3,3,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,5,1,1,1,1,1,,1,2,1,1,11,4,1,2,2,1,99,4,3,2,1.604400946,0.697829498
1245,1,1,9,10,2/23/2025,2/23/2025,4,3,3,2,3,2,1,4,4,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,12,3,2,6,5,4,6,3,1,3,2,2,2,1,1,2,1,1,2,3,2,,3,1,2,1.20330071,2.957738368
2744,2,1,,10,5/5/2025,5/5/2025,3,2,2,2,2,2,1,3,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3,1,2,1,1,2,,2,2,1,1,3,2,1,2,3,1,2,5,2,1,2.406601419,1.823573695
14619,2,1,,7,5/9/2025,5/9/2025,3,2,3,2,2,2,1,2,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,3,2,2,2,1,1,4,2,1,1,2,1,2,5,4,1,0.35499632,0.383465021
5955,1,2,10,2,3/1/2025,3/1/2025,3,1,2,1,2,2,3,3,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,5,5,1,3,1,1,4,99,9,1,99,3,6,2,2,1,1,2,,5,3,1,0.288681834,0.589076527
948,2,1,,10,5/5/2025,5/5/2025,4,1,1,1,2,1,3,3,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,12,3,1,6,6,1,1,99,1,1,,1,2,1,1,11,4,1,2,2,1,1,1,3,2,1.604400946,0.930542339
11934,2,1,,10,5/5/2025,5/5/2025,3,3,3,2,4,2,1,3,4,2,1,1,2,2,2,,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,4,1,2,3,1,2,,2,2,1,1,9,3,1,2,1,2,,2,2,2,0.802200473,0.903985803
851,2,1,,10,5/21/2025,5/21/2025,3,2,2,2,2,1,1,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,10,3,2,6,6,4,7,2,1,2,,2,2,1,1,12,4,1,2,1,1,2,2,1,1,0.802200473,0.483083021
359,2,1,,10,5/8/2025,5/8/2025,2,3,2,1,2,2,1,1,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,10,3,2,6,6,4,7,1,2,3,2,2,2,1,1,4,2,1,1,1,1,2,1,4,1,0.802200473,1.001806426
16808,2,1,,10,5/30/2025,5/30/2025,1,3,2,1,1,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,99,1,99,99,1,99,2,1,1,2,12,3,2,6,6,4,7,1,1,1,,1,2,1,1,9,3,4,1,2,1,1,8,2,1,1.604400946,0.892701403
17794,2,1,,2,5/21/2025,5/21/2025,2,1,2,1,2,1,2,2,1,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,5,6,3,3,3,1,1,,1,2,1,1,9,3,1,1,99,1,1,1,3,1,1.154727337,1.583910139
526,1,1,9,10,3/26/2025,3/26/2025,1,3,2,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,5,6,3,6,1,1,2,,2,2,1,1,4,2,1,1,2,1,2,8,2,1,0.802200473,0.673326651
17704,1,1,9,10,3/5/2025,3/5/2025,2,1,1,2,3,2,1,1,4,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,6,1,2,1,1,2,,2,2,1,1,10,4,1,2,1,1,2,4,3,1,0.401100237,0.185699432
11900,1,1,9,10,3/22/2025,3/22/2025,3,2,2,2,2,2,3,2,4,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,1,1,3,2,2,1,1,3,5,2,1,2,1,1,2,4,1,1,0.401100237,0.269081554
18006,2,1,,10,5/8/2025,5/8/2025,2,3,2,2,2,2,3,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,12,3,2,6,6,4,6,1,1,1,,1,2,1,1,13,4,1,1,2,1,2,8,3,1,1.604400946,0.444722575
16491,1,1,9,10,2/26/2025,2/26/2025,3,3,2,1,3,2,2,2,2,2,1,1,2,2,1,4,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,3,3,1,1,2,1,1,,1,2,1,1,11,4,1,2,2,1,1,2,3,1,0.802200473,0.395187679
14620,1,1,9,10,2/23/2025,2/23/2025,2,3,2,2,1,2,3,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,6,2,5,1,1,1,,1,2,1,1,8,3,1,1,2,1,2,8,1,1,0.802200473,0.487806197
15497,2,1,,8,5/1/2025,5/1/2025,3,2,2,2,3,2,3,3,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,3,1,2,2,1,2,,2,1,1,3,12,4,1,1,5,1,2,2,4,1,1.154893275,0.389323156
17539,2,1,,10,5/5/2025,5/5/2025,2,1,2,1,2,2,3,1,4,2,1,1,4,3,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,6,3,2,1,1,4,1,1,2,1,1,9,3,1,1,2,1,1,8,3,1,1.604400946,1.028621572
13344,2,1,,10,5/19/2025,5/19/2025,4,2,1,2,3,2,3,3,4,2,1,1,2,2,2,,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,12,3,2,6,6,3,7,2,2,3,2,2,2,99,99,8,3,99,2,2,1,2,6,1,1,1.604400946,1.163487165
7460,1,1,9,10,2/24/2025,2/24/2025,2,2,2,2,2,1,1,1,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,9,3,2,6,6,4,7,2,1,4,2,2,2,1,1,1,1,1,1,3,1,2,8,2,1,1.20330071,2.145039601
18435,2,1,,9,5/5/2025,5/5/2025,99,99,1,99,3,2,3,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,2,,2,2,2,2,11,4,1,2,2,1,2,4,1,1,0.901801192,0.710920202
17938,1,1,9,10,3/6/2025,3/6/2025,3,2,2,2,2,2,1,1,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,2,1,1,3,2,1,1,2,1,2,8,3,1,0.802200473,0.774855683
2959,2,1,,2,5/2/2025,5/2/2025,3,3,2,2,2,2,1,2,4,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,3,4,1,1,1,1,2,,2,2,2,2,9,3,1,2,1,1,2,4,3,1,0.577363669,0.427998835
7489,3,1,9,10,2/27/2025,2/27/2025,2,2,3,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,12,3,2,5,6,4,6,2,1,2,,2,2,1,1,1,1,1,2,2,1,2,4,2,2,1.604400946,1.820322973
7838,1,1,9,10,2/25/2025,2/25/2025,2,1,2,2,2,2,2,1,4,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,4,6,1,1,3,1,1,,1,2,1,1,11,4,1,2,2,1,1,2,3,1,0.802200473,0.576449127
9793,1,1,9,9,3/22/2025,3/22/2025,2,3,3,2,2,2,3,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,3,4,2,2,6,1,2,1,1,1,,1,2,1,1,8,3,1,2,2,1,1,6,4,2,0.450900596,0.336532027
8846,1,1,9,10,3/10/2025,3/10/2025,2,2,2,2,2,2,1,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,4,6,2,3,1,1,2,,2,2,1,1,4,2,4,2,2,1,2,8,4,1,0.802200473,0.773821043
7319,1,1,9,10,2/26/2025,2/26/2025,3,1,3,2,3,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,5,1,1,2,1,3,1,1,2,1,1,6,2,1,1,1,1,1,99,2,1,0.401100237,0.367289131
3941,2,1,,10,5/21/2025,5/21/2025,3,2,99,2,2,2,3,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,13,4,1,1,2,1,2,4,3,1,1.604400946,0.444722575
5363,1,1,9,10,3/10/2025,3/10/2025,2,3,2,2,2,99,1,1,4,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,99,99,2,3,6,1,1,1,1,2,,2,2,1,1,12,4,1,2,2,1,2,99,3,1,0.802200473,0.34570728
18141,2,1,,9,5/5/2025,5/5/2025,2,1,2,2,3,2,3,1,1,2,2,2,6,4,,,,,,,,,,,,,,2,2,,1,1,1,2,6,6,3,6,1,1,1,,1,2,1,1,13,4,1,1,1,1,1,5,4,1,0.450900596,0.231013644
15100,1,1,9,10,2/22/2025,2/22/2025,2,3,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,3,3,1,2,1,2,1,,1,2,1,1,99,99,1,1,99,99,,99,2,1,0.802200473,1.020578831
17980,2,1,,10,5/9/2025,5/9/2025,4,2,1,2,2,2,1,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,5,6,2,2,2,1,2,,2,2,1,1,11,4,1,2,2,1,2,4,2,1,1.604400946,0.580194888
3159,2,1,,10,5/6/2025,5/6/2025,2,2,2,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,12,3,2,6,6,4,7,1,1,4,2,2,2,1,1,10,4,1,1,2,1,2,8,3,1,1.604400946,0.444722575
6142,1,2,10,9,3/26/2025,3/26/2025,4,1,2,2,5,2,1,4,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,12,3,2,1,6,1,1,3,1,99,99,9,1,99,3,9,3,4,2,3,2,,3,1,1,0.676350894,1.663272375
8714,1,1,9,10,2/24/2025,2/24/2025,3,2,2,2,3,2,1,4,4,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,12,3,2,5,6,2,6,2,2,4,1,1,2,1,1,3,2,1,2,2,2,,3,3,1,0.802200473,1.671203867
10572,2,1,,6,5/16/2025,5/16/2025,4,3,1,2,4,2,3,3,4,2,2,2,6,4,,,,,,,,,,,,,,99,99,,99,1,1,2,2,2,1,2,3,1,2,,2,2,2,2,13,4,1,2,1,1,2,1,4,1,0.783130842,0.639193166
3607,2,1,,10,5/5/2025,5/5/2025,2,1,3,1,3,1,3,3,4,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,4,3,1,1,2,1,1,,1,2,1,1,10,4,1,2,2,1,1,5,2,2,1.604400946,0.626738764
2845,2,1,,10,5/5/2025,5/5/2025,3,1,3,2,3,2,2,4,4,2,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,5,1,1,3,1,1,,1,2,1,1,10,4,1,1,1,1,1,2,3,2,0.802200473,0.604295751
4828,1,1,9,10,2/27/2025,2/27/2025,3,2,3,2,1,2,1,1,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,5,4,2,4,3,1,2,1,1,2,,2,2,1,1,9,3,1,3,2,1,2,8,2,2,0.802200473,0.522693284
17836,2,1,,8,5/30/2025,5/30/2025,4,2,2,2,3,2,3,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,99,2,2,2,2,2,7,3,1,1,4,1,2,8,3,1,1.154893275,0.845712279
12300,1,1,9,7,3/14/2025,3/14/2025,4,2,2,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,5,1,3,2,1,2,,2,1,1,3,8,3,1,2,1,2,,4,3,1,0.08874908,0.098512259
15181,2,1,,10,5/5/2025,5/5/2025,4,2,2,2,2,2,1,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,5,5,1,2,3,1,2,,2,2,1,1,11,4,1,2,2,1,2,4,3,1,1.604400946,0.981787229
3098,2,1,,1,5/12/2025,5/12/2025,2,3,3,2,2,2,1,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,6,1,1,2,1,2,,2,2,2,2,10,4,1,2,2,1,2,4,3,1,0.320328598,0.202672638
7919,1,1,9,10,2/26/2025,2/26/2025,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,1,1,12,4,1,1,1,1,2,8,4,1,0.401100237,0.13874309
9403,1,1,9,10,2/27/2025,2/27/2025,2,1,3,1,2,1,2,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,5,6,3,6,1,1,1,,1,2,1,1,10,4,1,1,1,1,1,6,3,1,0.401100237,0.218983952
11580,2,1,,2,5/9/2025,5/9/2025,3,2,1,2,3,2,1,2,4,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,10,3,2,5,6,4,6,1,1,2,,2,1,5,3,5,2,4,2,2,1,2,8,1,1,1.154727337,1.164570377
3495,1,1,9,10,3/25/2025,3/25/2025,4,3,3,2,3,2,1,2,4,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,6,6,3,2,1,1,2,,2,2,1,1,7,3,1,2,2,2,,2,1,1,0.802200473,1.36320673
2385,1,1,9,10,2/22/2025,2/22/2025,2,2,2,2,3,2,1,1,4,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,5,6,2,1,1,1,3,2,2,2,1,1,9,3,1,2,3,1,2,8,4,1,1.20330071,1.014860856
17267,2,1,,10,5/19/2025,5/19/2025,2,1,2,1,2,2,2,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,,1,2,1,1,9,3,1,2,2,1,1,6,3,1,1.604400946,0.919124459
6796,2,1,,10,5/5/2025,5/5/2025,3,3,1,2,3,2,3,99,3,1,1,1,2,2,1,2,1,1,99,99,99,99,99,99,99,99,99,1,1,1,2,2,2,2,6,6,3,7,2,3,3,2,2,2,1,1,6,2,1,1,99,2,,4,2,2,0.802200473,1.175915265
13323,2,1,,8,5/9/2025,5/9/2025,3,2,3,2,2,2,1,2,4,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,5,6,2,3,1,1,3,2,2,1,1,3,7,3,1,2,2,1,2,4,4,1,0.76992885,0.395975431
17407,1,1,9,10,4/2/2025,4/2/2025,2,2,2,2,3,2,1,2,4,2,2,1,2,2,2,,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,12,3,2,6,6,4,7,3,2,4,2,2,2,1,1,1,1,1,2,4,1,2,4,3,1,1.20330071,1.79840036
6637,2,1,,10,5/6/2025,5/6/2025,2,2,2,2,2,2,3,4,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,10,3,2,5,6,2,3,1,1,2,,2,2,1,1,4,2,1,2,99,1,2,3,4,1,1.604400946,1.521950501
7747,2,1,,10,5/5/2025,5/5/2025,2,2,2,2,1,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,9,3,2,5,6,4,7,2,1,2,,2,2,1,1,5,2,1,1,3,1,2,8,2,1,2.406601419,2.160302536
18446,1,1,9,10,3/3/2025,3/3/2025,3,2,2,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,12,3,2,5,6,4,7,3,1,3,2,2,2,1,1,4,2,1,2,2,1,2,7,4,1,0.802200473,0.936833747
10570,2,1,,10,5/23/2025,5/23/2025,3,3,1,2,2,2,3,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,9,3,2,6,6,4,6,1,2,1,,1,2,3,5,2,1,1,2,2,1,1,6,4,1,1.604400946,2.545122079
982,2,1,,5,5/15/2025,5/15/2025,3,1,1,2,3,1,3,3,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,1,1,1,5,5,2,3,3,1,1,,1,2,1,1,11,4,1,2,1,1,1,2,4,1,0.624820777,0.488629978
13127,1,1,9,9,2/27/2025,2/27/2025,3,1,2,1,3,1,2,2,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,4,1,1,1,1,1,,1,2,1,1,3,2,1,2,2,1,1,2,4,1,0.450900596,0.510158094
3702,2,1,,7,5/1/2025,5/1/2025,3,1,2,2,3,1,2,3,2,1,2,1,5,4,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,99,99,99,6,2,2,2,3,1,1,,1,1,99,3,9,3,1,1,4,1,1,7,3,1,0.53249448,0.80307147
8650,1,1,9,10,3/10/2025,3/10/2025,4,2,3,2,3,2,1,3,4,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,3,1,1,2,1,3,2,2,1,1,3,7,3,1,2,1,1,3,3,3,2,0.401100237,0.068940742
2337,2,1,,10,5/12/2025,5/12/2025,2,2,3,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,11,4,2,3,3,1,1,2,1,3,2,2,2,1,1,9,3,4,2,2,1,2,2,4,1,1.604400946,1.029856092
1717,2,1,,10,6/2/2025,6/2/2025,3,2,3,2,2,1,3,2,1,2,1,1,1,1,1,4,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,3,3,1,1,1,1,4,1,1,2,1,1,8,3,1,1,1,1,2,6,2,1,0.802200473,0.401966191
5370,1,1,9,10,3/24/2025,3/24/2025,1,3,2,2,1,2,2,1,4,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,6,5,2,6,1,1,3,1,1,1,1,3,5,2,1,1,2,1,1,8,3,1,0.802200473,0.563959066
10745,1,1,9,6,3/19/2025,3/19/2025,4,2,1,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,5,6,2,5,2,1,3,2,2,1,1,3,1,1,1,2,3,1,2,3,2,1,1.174696263,1.175676632
9934,1,1,9,10,2/22/2025,2/22/2025,2,2,3,2,2,1,3,1,4,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,9,3,2,5,6,4,6,1,1,3,2,2,2,1,1,4,2,1,2,2,1,2,8,1,1,0.802200473,0.761703334
2059,2,1,,9,6/16/2025,6/16/2025,3,2,3,2,2,2,1,1,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,9,3,2,6,6,4,7,2,1,2,,2,2,1,1,9,3,4,1,1,1,2,2,3,2,0.450900596,0.299729427
10086,2,1,,7,5/5/2025,5/5/2025,4,2,1,2,4,2,1,4,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,12,3,2,6,6,3,2,3,2,2,,2,2,1,1,9,3,1,2,2,1,2,1,4,1,0.35499632,0.275836157
10319,1,1,9,6,2/28/2025,2/28/2025,2,1,2,2,2,2,2,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,4,5,2,3,2,2,1,,1,1,99,3,7,3,1,1,4,2,,5,4,1,1.174696263,1.460547987
7932,2,1,,10,5/12/2025,5/12/2025,2,1,2,2,1,2,3,3,4,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,5,6,1,1,3,1,2,,2,2,2,2,4,2,1,2,1,1,2,2,3,1,0.802200473,1.054178274
13690,1,2,9,10,3/24/2025,3/24/2025,3,2,2,2,5,2,1,3,4,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,5,5,3,5,1,2,4,1,1,2,1,1,3,2,4,2,2,2,,4,1,1,0.802200473,1.857710137
5424,1,1,9,10,2/24/2025,2/24/2025,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,10,3,2,6,6,4,7,1,1,2,,2,2,1,1,5,2,1,1,2,1,2,8,1,1,0.802200473,0.873542503
4625,1,1,9,10,3/2/2025,3/2/2025,2,2,2,2,3,2,2,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,12,3,2,6,6,4,5,2,1,3,2,2,2,1,1,10,4,1,2,1,1,2,8,2,1,0.401100237,0.16431741
